,Unnamed: 0,k,kmeans_0,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_mean,mog_0,mog_1,mog_2,mog_3,mog_4,mog_5,mog_6,mog_7,mog_8,mog_9,mog_mean,kmeans_std,mog_std
0,0,5.0,0.5975097417831421,0.4907531142234802,0.5096597671508789,0.5096597671508789,0.4907531142234802,0.5096597671508789,0.5975097417831421,0.4892149865627289,0.4907531142234802,0.4892149865627289,0.5174688100814819,0.2630510628223419,0.3678242266178131,0.3586011826992035,0.435749888420105,0.3442521095275879,0.26548659801483154,0.5096597671508789,0.3157700300216675,0.4587971568107605,0.4892149865627289,0.3808407008647919,0.043119713527451156,0.08872521588562897
1,1,10.0,0.4208892583847046,0.5975097417831421,0.5975097417831421,0.5284902453422546,0.3334697484970093,0.5975097417831421,0.4188641011714935,0.5975097417831421,0.5975097417831421,0.5975097417831421,0.5286771804094315,0.5975097417831421,0.4818724691867829,0.5096597671508789,0.5285715460777283,0.4587971568107605,0.528581440448761,0.4907531142234802,0.5975097417831421,0.5096597671508789,0.5975097417831421,0.5300424486398697,0.10011696157566152,0.05102352700045395
2,2,15.0,0.5975097417831421,0.422102153301239,0.5285046696662903,0.33446139097213745,0.5276470184326172,0.5285285115242004,0.5224959254264832,0.5320642590522766,0.37257930636405945,0.5274400115013123,0.4893332988023758,0.5975097417831421,0.42014336585998535,0.5975097417831421,0.5975097417831421,0.5975097417831421,0.5975097417831421,0.3774149417877197,0.5975097417831421,0.5453795194625854,0.5975097417831421,0.5525506019592286,0.08350342025956534,0.08326988907246663
3,3,20.0,0.24856074154376984,0.377659410238266,0.527732789516449,0.3748744130134583,0.4467726647853851,0.4467869997024536,0.5212141871452332,0.5131596326828003,0.5279183983802795,0.527781069278717,0.4512460306286812,0.5282829999923706,0.4467891454696655,0.5285815596580505,0.5277343392372131,0.5975097417831421,0.5975097417831421,0.5277460217475891,0.5975097417831421,0.5975097417831421,0.411687046289444,0.5360860079526901,0.09350232349843084,0.06565654832414991
4,4,30.0,0.3676859140396118,0.5120083689689636,0.37473708391189575,0.3748084306716919,0.3757212460041046,0.3729191422462464,0.5271134972572327,0.37296217679977417,0.3800748288631439,0.36732840538024897,0.4025359094142914,0.5285815596580505,0.468277633190155,0.5277382731437683,0.5286523699760437,0.37562328577041626,0.445281445980072,0.37633174657821655,0.5975097417831421,0.3765289485454559,0.4718126356601715,0.4696337640285492,0.06189126482966292,0.07709864045444556
