learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
1.0,0.001,0.6617492536675268,0.9039955234323203,0.6976265272225203,0.8932083597762789
5.0,0.001,0.3706986599965895,0.9437732924229667,0.42292160382832056,0.9300860489850844
10.0,0.001,0.29848886265213076,0.9600174756921809,0.3720318612991188,0.9384603569056259
15.0,0.001,0.30613652864319,0.9567822908866005,0.37000875400531563,0.9385756018635094
20.0,0.001,0.2847897817545119,0.9648634316958433,0.3686209671776318,0.9412261841849601
25.0,0.001,0.2954919405074778,0.9608228609214237,0.3834821289518565,0.9391902295005929
30.0,0.001,0.2739901423197175,0.9691497132757566,0.3694255064460824,0.9438767669277097
35.0,0.001,0.26450263232699367,0.9711836485236752,0.3657813683981059,0.9459511386923213
40.0,0.001,0.26367385400324944,0.9711017463123506,0.37366116099796853,0.942570682475372
45.0,0.001,0.26945366252031205,0.9682214731799542,0.36717759132769917,0.9454901688254238
50.0,0.001,0.2600203633026892,0.971101746075582,0.36633289034564803,0.9437999400483661
55.0,0.001,0.26208867196758023,0.970501119640185,0.38372846177854125,0.9400737580340115
60.0,0.001,0.25011464653393706,0.973968366843707,0.3740781932753255,0.9443377398169692
65.0,0.001,0.24401738651473434,0.9753470754070791,0.384199844065369,0.9414182555276188
70.0,0.001,0.23428849314740824,0.9783229004894631,0.3657091674409216,0.9463736945013363
75.0,0.001,0.2377142557244236,0.9766029281722765,0.3708869846859408,0.9417639867377999
80.0,0.001,0.2303044206957098,0.9788552741861389,0.3583437250566468,0.9467578373331927
85.0,0.001,0.22924039824994225,0.9785003583341125,0.36426849143044965,0.9460279658097904
90.0,0.001,0.2297601946031751,0.9781727442595656,0.3643604400049673,0.9427627558054628
95.0,0.001,0.22534644651388067,0.9795787540162253,0.3705346527055465,0.9433389677727376
100.0,0.000100000005,0.17535225405201063,0.9937753444863102,0.34392709869115207,0.9525583925683878
105.0,0.000100000005,0.115986562672487,0.9991809664226007,0.3478309134056891,0.9527888780879916
110.0,0.000100000005,0.0795243824128917,0.9993720742573272,0.34402718024869855,0.9474108808782105
115.0,0.000100000005,0.0616388936222506,0.9995085798535605,0.33477813674259493,0.947795021997395
120.0,0.000100000005,0.05525968791663086,0.9988397024320177,0.32434742532775823,0.9474492944873177
125.0,0.000100000005,0.047843142545085975,0.9996041337709237,0.3134393351977965,0.9492547649800888
130.0,0.000100000005,0.046330663355889326,0.9987304979550311,0.33128799753837157,0.943454211164488
135.0,0.000100000005,0.04154181594601743,0.9993857248096277,0.31272917745272,0.9484480656889515
140.0,0.000100000005,0.04030134749798282,0.9990171597071208,0.32219503433560953,0.9464121090995804
145.0,0.000100000005,0.038682845787971536,0.9990990630648607,0.3163274025284647,0.948601723001204
150.0,0.000100000005,0.03583403959309335,0.9995904832113004,0.32596691820791107,0.9459511382343876
155.0,0.000100000005,0.03813646438369727,0.9983346317259547,0.3240610390429894,0.9459511375108525
160.0,0.000100000005,0.03766149893924391,0.9982800294874614,0.3221572117465557,0.945605408132406
165.0,0.000100000005,0.0341852319251127,0.999235568661094,0.3212687235283216,0.945989553070757
170.0,0.000100000005,0.03592973212606922,0.9984574867625646,0.33303065489366257,0.9437615252486313
175.0,0.000100000005,0.03323358919307809,0.9994130259361972,0.31902010580404594,0.9451828548878193
180.0,0.000100000005,0.03074403196963905,0.9996860371286636,0.3061356507413451,0.9494468362861128
185.0,0.000100000005,0.0329496456160876,0.9987987507458249,0.33293369243673626,0.94449139658886
190.0,0.000100000005,0.033223561853585756,0.9987987507531477,0.33267855972793475,0.9421097122238102
195.0,0.000100000005,0.032769799566176004,0.9988670035512643,0.34226547386875056,0.9421481267121502
200.0,1.0000002e-05,0.029283978831214842,0.9998907955230134,0.32270275594090747,0.946335282183602
205.0,1.0000002e-05,0.027515661739782066,0.99995904832113,0.3230824996542687,0.9473340511322021
210.0,1.0000002e-05,0.024753666310463645,0.9999726988807534,0.3060543898014511,0.9491011089683679
215.0,1.0000002e-05,0.02076551947997827,0.9999863494403767,0.2900361256878857,0.9498693925072682
220.0,1.0000002e-05,0.01741085659277206,0.9999726988807534,0.28500776983953247,0.9493700081795069
225.0,1.0000002e-05,0.014943682228068318,0.9999726988807534,0.2771251768717507,0.9508681658062381
230.0,1.0000002e-05,0.013017885491953912,0.9999726988807534,0.2800023241115124,0.9490242796802931
235.0,1.0000002e-05,0.0116566478466209,0.9999726988807534,0.27806131670122125,0.94960049260007
240.0,1.0000002e-05,0.01051311782787955,0.9999863494403767,0.27910885958947795,0.9490626916133632
245.0,1.0000002e-05,0.009577615540212001,0.9999726988807534,0.28179211813335997,0.9488322073851323
250.0,1.0000002e-05,0.008891623303640385,0.9999726988807534,0.2815121158685011,0.9484096509350101
255.0,1.0000002e-05,0.00837529256598618,0.99995904832113,0.2862791079634568,0.9469499084835193
260.0,1.0000002e-05,0.007802834123990786,0.9999726988807534,0.2850798299901311,0.9473340512146302
265.0,1.0000002e-05,0.0075654467732982605,0.9999863494403767,0.2833009240719517,0.9477181938175196
270.0,1.0000002e-05,0.007240078125259056,0.9999726988807534,0.2895226628887659,0.9459895540690525
275.0,1.0000002e-05,0.00707988873365061,0.9999726988807534,0.29078387286881535,0.947103565988104
280.0,1.0000002e-05,0.006837754207860609,0.9999726988807534,0.2908504738146983,0.9457206527880532
285.0,1.0000002e-05,0.00697930485063364,0.99995904832113,0.2951594672315212,0.9462200381415858
290.0,1.0000002e-05,0.006590232503007569,0.9999863494403767,0.29521025119569166,0.9476797795947813
295.0,1.0000002e-05,0.006457615988957207,0.9999453977615067,0.2973406965751029,0.9451060232001722
300.0,1.0000001e-06,0.006436590767469002,1.0,0.3032568392458875,0.9448371236410036
305.0,1.0000001e-06,0.006372691134041558,0.9999863494403767,0.3021697464279405,0.9451060259844088
310.0,1.0000001e-06,0.006304269890180066,0.9999726988807534,0.2987547553139816,0.9464505251540534
315.0,1.0000001e-06,0.00624174569036929,0.99995904832113,0.29768688870753035,0.9461816242210838
320.0,1.0000001e-06,0.0061805467670635545,0.9999863494403767,0.29312912074859887,0.9464889388822234
325.0,1.0000001e-06,0.006114006877666683,0.9999726988807534,0.2935900398734419,0.9460279668355618
330.0,1.0000001e-06,0.006053406482778215,0.9999863494403767,0.2944172346619883,0.945989554252226
335.0,1.0000001e-06,0.006016736069361917,0.99995904832113,0.29372507981645757,0.9462200395886562
340.0,1.0000001e-06,0.005963816065033832,0.9999863494403767,0.29250837847937905,0.9468346671524704
345.0,1.0000001e-06,0.0059219215464546195,0.9999863494403767,0.2907578748465958,0.9458743092943425
350.0,1.0000001e-06,0.005873379354935009,1.0,0.2918393830359486,0.9458743085341726
355.0,1.0000001e-06,0.005834156113451209,0.9999863494403767,0.2927036439403479,0.9456438228497127
360.0,1.0000001e-06,0.005787434690040552,0.9999726988807534,0.2928097289712148,0.94518285301945
365.0,1.0000001e-06,0.005740324246667392,1.0,0.29372476424950905,0.9463352817623031
370.0,1.0000001e-06,0.005714001472434907,0.9999863494403767,0.29449257899027664,0.9454901677538591
375.0,1.0000001e-06,0.005667498354890346,1.0,0.29608709747103384,0.9453365081153036
380.0,1.0000001e-06,0.005645973614978947,0.9999726988807534,0.29559002063590883,0.9455669966206348
385.0,1.0000001e-06,0.005615588974675023,0.9999726988807534,0.2963037226924681,0.9444145685280476
