epoch,train_loss
1,44917.203
2,44586.195
3,44251.22
4,43912.125
5,43567.234
6,43216.58
7,42861.04
8,42500.098
9,42133.23
10,41759.85
11,41380.875
12,40995.48
13,40603.72
14,40206.38
15,39803.996
16,39396.094
17,38984.664
18,38570.29
19,38153.824
20,37734.914
21,37314.254
22,36893.91
23,36473.63
24,36054.574
25,35636.926
26,35221.344
27,34808.438
28,34398.715
29,33992.473
30,33589.695
31,33191.176
32,32796.992
33,32406.871
34,32021.014
35,31639.754
36,31263.057
37,30890.953
38,30523.45
39,30160.55
40,29802.115
41,29448.363
42,29099.133
43,28754.129
44,28413.111
45,28076.043
46,27743.062
47,27414.137
48,27089.326
49,26768.498
50,26451.527
51,26138.627
52,25829.758
53,25525.074
54,25224.45
55,24928.014
56,24635.742
57,24347.414
58,24063.23
59,23783.184
60,23507.217
61,23235.434
62,22967.922
63,22704.486
64,22445.031
65,22189.604
66,21938.074
67,21690.441
68,21446.799
69,21207.088
70,20970.836
71,20738.021
72,20508.805
73,20283.105
74,20060.902
75,19842.25
76,19626.875
77,19414.916
78,19206.336
79,19001.21
80,18799.352
81,18600.613
82,18404.92
83,18212.191
84,18022.559
85,17835.848
86,17651.873
87,17470.762
88,17292.355
89,17116.756
90,16943.951
91,16773.814
92,16606.16
93,16441.055
94,16278.514
95,16118.443
96,15960.764
97,15805.65
98,15653.029
99,15502.81
100,15354.783
101,15208.922
102,15065.381
103,14924.076
104,14784.836
105,14647.587
106,14512.391
107,14379.102
108,14247.752
109,14118.484
110,13991.238
111,13866.115
112,13743.012
113,13621.831
114,13502.477
115,13384.998
116,13269.281
117,13155.445
118,13043.373
119,12933.019
120,12824.508
121,12717.637
122,12612.47
123,12508.981
124,12407.191
125,12306.976
126,12208.254
127,12111.0
128,12015.361
129,11921.287
130,11828.713
131,11737.533
132,11647.699
133,11559.1875
134,11472.059
135,11386.262
136,11301.764
137,11218.428
138,11136.338
139,11055.458
140,10975.737
141,10897.145
142,10819.762
143,10743.652
144,10668.797
145,10595.007
146,10522.219
147,10450.551
148,10379.949
149,10310.3955
150,10241.871
151,10174.199
