epoch,train_loss
1,1730506.6
2,1723701.6
3,1716936.4
4,1710205.9
5,1703502.5
6,1696817.2
7,1690141.4
8,1683462.1
9,1676768.8
10,1670046.4
11,1663286.2
12,1656482.0
13,1649623.2
14,1642707.2
15,1635735.6
16,1628711.5
17,1621635.2
18,1614507.9
19,1607330.2
20,1600104.0
21,1592832.9
22,1585521.8
23,1578170.8
24,1570781.8
25,1563358.0
26,1555902.2
27,1548417.8
28,1540908.0
29,1533382.2
30,1525855.5
31,1518345.4
32,1510870.8
33,1503445.4
34,1496083.8
35,1488796.1
36,1481591.8
37,1474475.8
38,1467453.0
39,1460522.8
40,1453683.2
41,1446933.8
42,1440271.8
43,1433692.1
44,1427192.9
45,1420770.0
46,1414418.8
47,1408134.5
48,1401913.4
49,1395747.8
50,1389636.0
51,1383569.8
52,1377544.5
53,1371555.2
54,1365595.8
55,1359659.9
56,1353744.5
57,1347841.2
58,1341948.1
59,1336060.0
60,1330171.2
61,1324278.0
62,1318377.1
63,1312462.4
64,1306530.4
65,1300576.1
66,1294594.9
67,1288585.0
68,1282541.8
69,1276463.4
70,1270348.0
71,1264193.2
72,1258001.8
73,1251771.4
74,1245503.9
75,1239201.6
76,1232866.8
77,1226502.2
78,1220111.9
79,1213702.0
80,1207277.1
81,1200844.8
82,1194410.2
83,1187980.5
84,1181562.6
85,1175164.0
86,1168790.6
87,1162449.1
88,1156146.0
89,1149885.9
90,1143673.1
91,1137511.5
92,1131404.9
93,1125355.5
94,1119364.9
95,1113435.1
96,1107566.5
97,1101760.2
98,1096016.0
99,1090334.8
100,1084715.9
101,1079158.8
102,1073662.2
103,1068225.6
104,1062847.8
105,1057528.0
106,1052265.0
107,1047058.0
108,1041906.5
109,1036809.1
110,1031764.75
111,1026773.8
112,1021834.8
113,1016946.8
114,1012109.44
115,1007321.25
116,1002582.56
117,997890.94
118,993246.8
119,988649.2
120,984097.75
121,979592.0
122,975130.9
123,970713.7
124,966340.7
125,962011.06
126,957723.0
127,953477.4
128,949272.6
129,945108.4
130,940984.2
131,936898.9
132,932851.75
133,928842.75
134,924870.25
135,920934.06
136,917033.75
137,913168.25
138,909336.8
139,905538.25
140,901773.5
141,898040.5
142,894338.6
143,890667.6
144,887026.9
145,883415.3
146,879832.56
147,876277.9
148,872750.75
149,869250.7
150,865777.25
151,862329.6
152,858907.4
153,855510.1
154,852137.5
155,848788.56
156,845463.9
157,842161.8
158,838883.25
159,835626.75
160,832392.2
161,829180.1
162,825988.6
163,822819.0
164,819670.56
165,816541.94
166,813434.44
167,810347.25
168,807280.06
169,804232.6
170,801205.25
171,798196.6
172,795207.9
173,792238.4
174,789287.4
175,786355.9
176,783442.9
177,780548.9
178,777673.3
179,774816.4
180,771977.9
181,769157.4
182,766355.6
183,763571.75
184,760806.5
185,758058.6
186,755329.25
187,752617.75
188,749924.25
189,747248.5
190,744590.75
191,741951.0
192,739328.8
193,736724.56
194,734138.25
195,731569.44
196,729018.75
197,726485.3
198,723969.5
199,721472.0
200,718991.8
201,716529.0
202,714084.25
203,711657.2
204,709247.5
205,706855.1
206,704481.25
207,702124.7
208,699785.4
209,697463.75
210,695159.6
211,692873.25
212,690604.4
213,688353.0
214,686118.7
215,683902.5
216,681703.75
217,679522.06
218,677357.75
219,675211.3
220,673081.8
221,670969.5
222,668874.75
223,666797.44
224,664737.3
225,662694.3
226,660668.25
227,658659.7
228,656668.06
229,654693.6
230,652735.94
231,650795.9
232,648872.5
233,646965.9
234,645076.6
235,643203.9
236,641348.4
237,639509.1
238,637687.0
239,635882.0
240,634093.06
241,632320.8
242,630565.44
243,628826.56
244,627104.4
245,625398.6
246,623709.1
247,622036.25
248,620379.8
249,618739.75
250,617116.0
251,615508.1
252,613916.94
253,612341.75
254,610782.5
255,609239.7
256,607712.6
257,606201.56
258,604706.5
259,603227.1
260,601763.56
261,600315.9
262,598883.9
263,597467.25
264,596066.5
265,594681.0
266,593310.9
267,591956.2
268,590616.75
269,589292.44
270,587983.25
271,586689.0
272,585409.56
273,584145.1
274,582895.44
275,581660.1
276,580439.7
277,579233.7
278,578042.06
279,576864.6
280,575701.1
281,574552.0
282,573416.7
283,572294.94
284,571187.2
285,570092.75
286,569011.9
287,567944.75
288,566890.5
289,565849.7
290,564821.56
291,563806.4
292,562804.06
293,561814.44
294,560837.1
295,559872.5
296,558919.9
297,557979.75
298,557051.44
299,556134.75
300,555230.25
301,554337.25
302,553455.8
303,552585.9
304,551727.25
305,550879.6
306,550043.3
307,549217.6
308,548402.9
309,547598.8
310,546805.4
311,546022.4
312,545249.75
313,544486.94
314,543734.6
315,542992.1
316,542259.5
317,541536.7
318,540823.4
319,540119.5
320,539425.06
321,538739.9
322,538063.75
323,537396.5
324,536738.1
325,536088.75
326,535447.6
327,534815.06
328,534190.9
329,533575.1
330,532967.25
331,532367.25
332,531775.5
333,531191.4
334,530614.7
335,530045.56
336,529483.75
337,528929.0
338,528381.8
339,527841.5
340,527307.75
341,526780.75
342,526260.6
343,525746.8
344,525239.4
345,524738.5
346,524243.2
347,523754.3
348,523271.4
349,522794.25
350,522322.62
351,521856.75
352,521396.28
353,520941.16
354,520491.44
355,520046.75
356,519607.22
357,519172.6
358,518743.06
359,518318.03
360,517897.94
361,517482.25
362,517071.3
363,516664.3
364,516262.12
365,515864.06
366,515470.22
367,515080.6
368,514694.88
369,514313.06
370,513935.25
371,513561.25
372,513190.84
373,512824.38
374,512461.34
375,512102.2
376,511746.2
377,511393.88
378,511044.8
379,510699.06
380,510356.66
381,510017.56
382,509681.9
383,509348.88
384,509019.44
385,508693.1
386,508369.62
387,508049.12
388,507731.8
389,507417.25
390,507105.84
391,506797.3
392,506491.6
393,506188.84
394,505888.75
395,505591.6
396,505297.28
397,505005.8
398,504717.12
399,504431.22
400,504147.75
401,503867.28
402,503589.34
403,503314.3
404,503042.12
405,502772.34
406,502505.34
407,502240.94
408,501979.28
409,501720.44
410,501463.8
411,501210.16
412,500959.2
413,500710.62
414,500464.62
415,500221.56
416,499980.6
417,499742.62
418,499507.06
419,499274.16
420,499044.0
421,498816.12
422,498590.9
423,498368.38
424,498148.4
425,497930.75
426,497715.7
427,497503.3
428,497293.38
429,497085.94
430,496881.06
431,496678.5
432,496478.7
433,496281.2
434,496086.38
435,495893.8
436,495703.97
437,495516.38
438,495331.6
439,495148.88
440,494968.9
441,494791.25
442,494616.03
443,494443.2
444,494272.8
445,494104.72
446,493939.0
447,493776.06
448,493615.28
449,493456.8
450,493300.62
451,493147.12
452,492995.8
453,492846.94
454,492700.2
455,492555.8
456,492413.75
457,492273.88
458,492136.38
459,492001.1
460,491868.1
461,491737.5
462,491608.94
463,491482.62
464,491358.53
465,491236.6
466,491116.88
467,490999.44
468,490883.94
469,490770.62
470,490659.47
471,490550.3
472,490443.25
473,490338.34
474,490235.34
475,490134.53
476,490035.5
477,489938.62
478,489843.75
479,489750.8
480,489659.84
481,489570.88
482,489483.62
483,489398.28
484,489314.84
485,489233.16
486,489153.3
487,489075.34
488,488999.3
489,488925.0
490,488852.1
491,488781.0
492,488711.84
493,488644.0
494,488578.25
495,488513.88
496,488451.0
497,488389.8
498,488330.2
499,488272.12
500,488215.7
501,488160.53
502,488106.7
503,488054.7
504,488003.94
505,487954.5
506,487906.7
507,487860.0
508,487814.9
509,487770.9
510,487727.8
511,487686.7
512,487646.38
513,487607.47
514,487569.7
515,487533.1
516,487497.34
517,487463.06
518,487429.62
519,487397.34
520,487366.16
521,487336.12
522,487306.88
523,487278.5
524,487251.38
525,487224.94
526,487199.53
527,487174.8
528,487151.2
529,487128.34
530,487106.28
531,487085.06
532,487064.56
533,487044.88
534,487025.88
535,487007.5
536,486989.9
537,486973.06
538,486956.97
539,486941.2
540,486926.2
541,486911.7
542,486897.94
543,486884.84
544,486872.0
545,486859.7
546,486848.06
547,486836.97
548,486826.16
549,486815.88
550,486806.16
551,486796.8
552,486787.88
553,486779.16
554,486770.72
555,486763.03
556,486755.5
557,486748.38
558,486741.47
559,486734.8
560,486728.62
561,486722.75
562,486717.06
563,486711.62
564,486706.44
565,486701.56
566,486696.72
567,486692.38
568,486688.12
569,486684.12
570,486680.12
571,486676.5
572,486673.12
573,486669.7
574,486666.28
575,486663.38
576,486660.44
577,486657.75
578,486655.12
579,486652.47
580,486650.4
581,486648.0
582,486645.56
583,486643.56
584,486641.75
585,486639.8
586,486638.06
587,486636.1
588,486634.56
589,486632.94
590,486631.62
591,486629.94
592,486628.75
593,486627.4
594,486626.12
595,486624.8
596,486623.62
597,486622.56
598,486621.25
599,486620.22
600,486619.38
601,486618.34
602,486617.34
603,486616.38
604,486615.56
605,486614.53
606,486613.75
607,486612.88
608,486612.0
609,486611.4
610,486610.62
611,486609.97
612,486609.2
613,486608.38
614,486607.78
615,486606.84
616,486606.3
617,486605.5
618,486604.7
619,486604.12
620,486603.4
621,486602.88
622,486602.34
623,486601.62
624,486601.0
625,486600.44
626,486599.94
627,486599.3
628,486598.72
629,486597.88
630,486597.47
631,486596.7
632,486596.3
633,486595.75
634,486595.2
635,486594.7
636,486594.12
637,486593.47
638,486593.0
639,486592.5
640,486592.2
641,486591.4
642,486590.9
643,486590.44
644,486589.94
645,486589.44
646,486588.88
647,486588.12
648,486587.84
649,486587.4
650,486587.2
651,486586.25
652,486585.88
653,486585.62
654,486584.75
655,486584.28
656,486583.9
657,486583.4
658,486583.06
659,486582.62
660,486582.2
661,486581.53
662,486581.0
663,486580.38
664,486580.25
665,486579.47
666,486579.12
667,486578.8
668,486578.2
669,486577.75
670,486577.38
671,486576.8
672,486576.6
673,486576.1
674,486575.53
675,486575.2
676,486574.7
677,486574.3
678,486573.94
679,486573.62
680,486572.84
681,486572.53
682,486572.2
683,486571.75
684,486571.22
685,486570.88
686,486570.5
687,486569.94
688,486569.5
689,486569.16
690,486568.9
691,486568.3
692,486567.9
693,486567.6
694,486567.0
695,486566.84
696,486566.7
697,486566.12
698,486565.66
699,486565.53
700,486565.0
701,486564.5
702,486564.3
703,486563.88
704,486563.44
705,486563.1
706,486562.8
707,486562.38
708,486561.94
709,486561.5
710,486561.38
711,486560.8
712,486560.47
713,486560.16
714,486559.84
715,486559.28
716,486558.94
717,486558.78
718,486558.2
719,486557.94
720,486557.62
721,486557.47
722,486556.97
723,486556.7
724,486556.34
725,486555.94
