epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,test_loss,test_accuracy
1.0,0.251,0.498,0.2185117518356781,0.49,0.18994987868334182,0.5517241379310345
10.0,0.09237139135814182,0.7428571428571429,0.09581662719252089,0.69,0.07975473503665384,0.7655172413793103
20.0,0.057866880629135184,0.8834285714285715,0.06480491485239642,0.84,0.05343881419105277,0.903448275862069
30.0,0.04414549091027884,0.908,0.051042685226917274,0.89,0.04169656664124675,0.9241379310344827
40.0,0.037295315318329726,0.9174285714285715,0.043730492305904284,0.89,0.035622845536447116,0.9241379310344827
50.0,0.033661033556894544,0.9254285714285714,0.039623347567891626,0.9,0.032389826276199296,0.9379310344827586
60.0,0.03162001736782447,0.9297142857142857,0.03718327808314799,0.9,0.03058742144030572,0.9448275862068966
70.0,0.030385471026466666,0.9314285714285714,0.035633622491717566,0.9,0.029507333581718725,0.9448275862068966
80.0,0.029569992831781258,0.9322857142857143,0.03457543129344413,0.9,0.028798968818170213,0.9448275862068966
90.0,0.028980863313638094,0.9334285714285714,0.033799857074972975,0.9,0.028289139785290483,0.9517241379310345
100.0,0.02852078417391022,0.9345714285714286,0.03319482729725245,0.9,0.027891554866432067,0.9517241379310345
110.0,0.028139506227084426,0.9345714285714286,0.032698323594234684,0.9,0.02756237696654533,0.9517241379310345
120.0,0.02781019161192547,0.9357142857142857,0.03227476039971984,0.9,0.027278590272317174,0.9448275862068966
130.0,0.027517818724228454,0.9365714285714286,0.031902874610803995,0.9,0.027027494682368328,0.9448275862068966
140.0,0.027253460534269892,0.9374285714285714,0.03156940318599401,0.9,0.026801597259583334,0.9448275862068966
150.0,0.02701143478919095,0.938,0.031265707178828865,0.9,0.026596115576171496,0.9448275862068966
160.0,0.026787864124445764,0.9382857142857143,0.03098591996283576,0.9,0.026407745036340455,0.9448275862068966
170.0,0.02657993270789319,0.9388571428571428,0.030725899939526426,0.91,0.0262340391459818,0.9448275862068966
180.0,0.026385490348208397,0.9394285714285714,0.030482618296600844,0.91,0.02607308854736848,0.9448275862068966
190.0,0.02620283251702453,0.94,0.030253788728223346,0.91,0.025923347148028558,0.9448275862068966
200.0,0.02603057140579073,0.9397142857142857,0.030037635943790292,0.92,0.025783531975174846,0.9448275862068966
210.0,0.0258675555857417,0.9402857142857143,0.0298327463871433,0.92,0.02565256108785839,0.9448275862068966
220.0,0.025712816727438834,0.9405714285714286,0.029637969225473095,0.92,0.025529512034071708,0.9448275862068966
230.0,0.025565532190799347,0.9402857142857143,0.029452349010567057,0.92,0.025413592098438645,0.9448275862068966
240.0,0.02542499748668612,0.9411428571428572,0.029275078842468626,0.92,0.025304115831580397,0.9448275862068966
250.0,0.025290605255978125,0.9414285714285714,0.029105467124672088,0.92,0.025200487430664966,0.9448275862068966
260.0,0.0251618287922526,0.942,0.028942913517927348,0.92,0.025102186576991946,0.9448275862068966
270.0,0.025038208878450974,0.9422857142857143,0.028786891233219855,0.92,0.025008756869416733,0.9448275862068966
280.0,0.024919343126596556,0.942,0.02863693376442681,0.92,0.024919796279746612,0.9448275862068966
290.0,0.024804877257438997,0.9422857142857143,0.028492624776837183,0.92,0.024834949221415718,0.9448275862068966
300.0,0.024694497911898334,0.9425714285714286,0.02835359027091492,0.92,0.024753899925161443,0.9448275862068966
310.0,0.024587926688550726,0.9425714285714286,0.028219492409365353,0.92,0.024676366883948343,0.9517241379310345
