learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
1.0,1e-04,1.7592990323194329,0.6061673281515207,1.7835542661468164,0.5900430206733756
5.0,1e-04,1.1319237969920386,0.7701653078871108,1.214192814177066,0.7362476963900172
10.0,1e-04,0.9190493098546193,0.8159356763097736,0.9903378801416897,0.7930239694629188
15.0,1e-04,0.7996164987363789,0.8429911135463696,0.8956275261851565,0.8052781165085765
20.0,1e-04,0.7322496693076734,0.854594099581358,0.8317539024440951,0.8224877051564911
25.0,1e-04,0.685923465067266,0.8685995874687468,0.7912522126962308,0.8322065132816071
30.0,1e-04,0.6577738250345156,0.875984547014769,0.7646502239907821,0.8391594950432564
35.0,1e-04,0.6476669032909537,0.8756842349544699,0.7627168784917463,0.8400430236499443
40.0,1e-04,0.6401168640642397,0.8801343219407203,0.7622020579256306,0.8367009829562649
45.0,1e-04,0.6314845598712054,0.8838336276741509,0.7638749790451757,0.8362784244820759
50.0,1e-04,0.5958448147911085,0.8921195247639133,0.7179190011737386,0.8516441304019132
55.0,1e-04,0.6095418594395683,0.8848983721457303,0.7342267120514607,0.8438460353278792
60.0,1e-04,0.5825902799658682,0.8968016712548101,0.7154604902865335,0.8499923162688927
65.0,1e-04,0.606314538133192,0.8921877782999992,0.7461915620371983,0.8422710505562028
70.0,1e-04,0.6051404560116892,0.8877649929732507,0.7339370629642006,0.8448448053846788
75.0,1e-04,0.5928917295002912,0.8934436305176185,0.7265590260236924,0.8491472034052829
80.0,1e-04,0.6054907984348048,0.8850758292507832,0.7392625779682827,0.8423478783880485
85.0,1e-04,0.5689100652120703,0.9028079249151415,0.7020269142258878,0.8580977278358012
90.0,1e-04,0.5812747085856179,0.9010879521097723,0.7226971589811901,0.8517977884010662
95.0,1e-04,0.5704422716675756,0.9005828805087082,0.7124136791283467,0.8546020279981347
100.0,1e-05,0.540030383741683,0.9147658257834821,0.6859677153437432,0.8614781803526466
105.0,1e-05,0.539059908401729,0.915612161456493,0.6850322882731267,0.8631684094777339
110.0,1e-05,0.5378047828974907,0.9158032697053611,0.6832678623694397,0.8636677928438344
115.0,1e-05,0.5371726169544133,0.916635955083181,0.6829474668746062,0.864051936481654
120.0,1e-05,0.5370057460889331,0.9169499179398719,0.6836461508629434,0.8638214500003896
