learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
1.0,0.001,2.210371649414836,0.2569037776425177,2.2639516070714083,0.2254532874981428
5.0,0.001,2.178145490983508,0.26913469107654153,2.2637592600984813,0.23248309760223376
10.0,0.001,2.1809539683648804,0.2545012770785124,2.2678775299745757,0.21435156705678793
15.0,0.001,2.1780248978364583,0.2510613315538163,2.265032016468986,0.21999846382573768
20.0,0.001,2.1728323475546505,0.261927187920995,2.273333539131894,0.21661800858533192
25.0,0.001,2.215628690875953,0.24846772290489094,2.3215869975075374,0.20559311618074802
30.0,0.001,2.1775581831330433,0.24962802183144456,2.2709294637068695,0.21531192317705763
35.0,0.001,2.1691121968938316,0.26692329764387307,2.2644095261110144,0.23094652754786416
40.0,0.001,2.2019342061516687,0.2691892930770458,2.3116326307913386,0.22103564828501462
45.0,0.001,2.1617991471577964,0.26644552776780867,2.255540835542333,0.24450676125081022
50.0,0.001,2.174705364530437,0.26318304054685704,2.2691685209702186,0.23636293736158812
55.0,0.001,2.1634517169085616,0.27387143926893087,2.262838194065469,0.24727258729830284
60.0,0.001,2.188750231762503,0.23320638259627,2.290212980940361,0.20013829143677817
65.0,0.001,2.173586383710722,0.26587220357936,2.272351056319039,0.23724646592019302
70.0,0.001,2.1878739013320643,0.2480309049070377,2.2823903488101736,0.21170098315661096
75.0,0.001,2.1769906227081304,0.2695988102605631,2.2745150756674746,0.238475722375829
80.0,0.001,2.1650273779441394,0.28450523572728864,2.266440411396531,0.2519207136601338
85.0,0.001,2.1741675518718875,0.2787992963543857,2.274908901030254,0.2337507675822593
90.0,0.001,2.184589759201865,0.2819116272947908,2.2905700530607276,0.2503457282336123
95.0,0.001,2.1631143835211653,0.2680835969497852,2.26225269350012,0.23021665596722019
100.0,0.000100000005,2.1516087475921997,0.2890781778225626,2.252714394570569,0.2605255073956463
105.0,0.000100000005,2.1481915724870313,0.28614330427828927,2.2492652900686423,0.2516133987654479
110.0,0.000100000005,2.1465880244936555,0.2922314603297591,2.248124310848679,0.26344499044514136
115.0,0.000100000005,2.148811280165163,0.2848464997439081,2.249413208025104,0.24969268625930693
120.0,0.000100000005,2.1478907857790728,0.28507855989702363,2.2466411461255706,0.25837430866926303
125.0,0.000100000005,2.1505547782664873,0.28709884475781,2.2535421762571937,0.24473724606748587
130.0,0.000100000005,2.146977916423162,0.2833858887759724,2.2464917517543643,0.255723724417622
135.0,0.000100000005,2.151002732310933,0.28675758040698895,2.251434108378628,0.2557621388326925
140.0,0.000100000005,2.1482610661800225,0.28625250973164085,2.250175803423514,0.25891210777844176
145.0,0.000100000005,2.146415784311234,0.2879451803352186,2.2452909256244045,0.25833589377565186
150.0,0.000100000005,2.1460171949121887,0.2902657778811777,2.2459337132872434,0.25568530992470273
155.0,0.000100000005,2.147689862211381,0.2894467432985292,2.2473596934167315,0.2558005536770758
160.0,0.000100000005,2.1509789637194556,0.2933644573761116,2.252026001368114,0.26356023341215823
165.0,0.000100000005,2.147333726732965,0.29012927204126,2.248483859547531,0.25768285208297564
170.0,0.000100000005,2.1476267768512747,0.2898835617528331,2.248982900003751,0.25829748025584165
175.0,0.000100000005,2.148300537754583,0.29437460015230077,2.2490930441851695,0.2602181930779568
180.0,0.000100000005,2.147350439827518,0.2954120441266594,2.248217561234707,0.26187000644622804
185.0,0.000100000005,2.14859484763114,0.28931023755848556,2.2495376148799773,0.2593346647437394
190.0,0.000100000005,2.146205498122065,0.2915625826222228,2.2472791888996655,0.2595651502038118
195.0,0.000100000005,2.149471284996333,0.27792565932963115,2.247290099736878,0.2548017819064595
200.0,1.0000002e-05,2.1451912857689233,0.28752201245070846,2.2446565347430014,0.2571066393509516
205.0,1.0000002e-05,2.1450625348250925,0.28926928576743527,2.2453331791995566,0.25868162292055213
210.0,1.0000002e-05,2.1454148300515152,0.28951499649207363,2.245782999883932,0.2571834657815203
215.0,1.0000002e-05,2.1449606936148182,0.28843660105100105,2.244653301731384,0.25695298061223576
220.0,1.0000002e-05,2.145165907922823,0.28827279449824866,2.244655712404058,0.2569145662864623
225.0,1.0000002e-05,2.145034151092762,0.2899108627227772,2.245373540043318,0.2582206514714939
230.0,1.0000002e-05,2.145076031854568,0.28850485397136666,2.2450675293574247,0.25941149403639346
235.0,1.0000002e-05,2.145271826553923,0.28996546499259557,2.2451295438689107,0.2591810086060867
240.0,1.0000002e-05,2.145135228063065,0.28633441199829285,2.244230175208811,0.25468653956566695
245.0,1.0000002e-05,2.1452357244118607,0.28955594773930887,2.24532150808257,0.2576060228452737
