learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
250.0,1.0000002e-05,2.1451302548728797,0.2902657777347229,2.2452401029382223,0.2599108797379557
255.0,1.0000002e-05,2.1449898468399637,0.28809533609442683,2.244617645917821,0.2564151814778707
260.0,1.0000002e-05,2.1452264451296483,0.28891437074989584,2.2450024732139555,0.2558773823343469
265.0,1.0000002e-05,2.144993421497884,0.2886140584088918,2.244608931806678,0.25733712428211064
270.0,1.0000002e-05,2.1450560704325814,0.28869596233617806,2.244747441681016,0.2575676093002771
275.0,1.0000002e-05,2.1451348866867925,0.2927228814322228,2.245854801939687,0.2588736945288124
280.0,1.0000002e-05,2.145540770294251,0.2912349680985478,2.2466728679226744,0.26060233563963225
285.0,1.0000002e-05,2.1452387558756003,0.2897197550170123,2.2452948522772904,0.2606791641641026
290.0,1.0000002e-05,2.145187942852872,0.2898699108726366,2.2452441166717727,0.2567609096130273
295.0,1.0000002e-05,2.1451563078688958,0.2900473683332491,2.245648995380718,0.25664566729284166
300.0,1.0000001e-06,2.144795814036887,0.2894194414169042,2.244676494569081,0.258297480370325
305.0,1.0000001e-06,2.1447831628715,0.28992451324293916,2.2447694856913896,0.2587200365960598
310.0,1.0000001e-06,2.144785171973643,0.2901429224918559,2.2448312805412587,0.2586816226022882
315.0,1.0000001e-06,2.144782303972938,0.28991086262961574,2.2448083603755786,0.25914259325454186
320.0,1.0000001e-06,2.144793672598227,0.2891873823447061,2.244659480904976,0.2582974802924763
325.0,1.0000001e-06,2.144785375942809,0.28937849065459686,2.2446839974640187,0.25845113792757207
330.0,1.0000001e-06,2.144785139701524,0.28940579152690454,2.2447019621281075,0.2584127227523317
335.0,1.0000001e-06,2.1447929802252315,0.2907162467193592,2.2449572916110014,0.2590273510763157
340.0,1.0000001e-06,2.1447821664714497,0.28989721221359943,2.244794150291225,0.25887369401821636
345.0,1.0000001e-06,2.144783260631677,0.2900610191776456,2.244790733758115,0.2587200370333864
350.0,1.0000001e-06,2.144789645388601,0.29007466985199176,2.244878453349657,0.2593346652680734
355.0,1.0000001e-06,2.1447823016329166,0.2897334053195261,2.2448035965466984,0.2587584513545806
360.0,1.0000001e-06,2.1447851457647507,0.2900746693841502,2.244794238214487,0.2590657649235485
365.0,1.0000001e-06,2.1447838121509974,0.2900337182355685,2.2448285194943853,0.2588352805235925
370.0,1.0000001e-06,2.1447839004827425,0.28982895933127134,2.2447735450717667,0.2589889375496365
375.0,1.0000001e-06,2.1447904235255013,0.289282936689229,2.2446953147997792,0.2583358948105819
380.0,1.0000001e-06,2.1447836461803313,0.28997911551072336,2.2448439202795165,0.2586432089725739
385.0,1.0000001e-06,2.1447849172953313,0.2901565733175387,2.244846697738732,0.258643208157452
390.0,1.0000001e-06,2.1447829731833004,0.28986991081405467,2.2447613864569265,0.2588352797588433
395.0,1.0000001e-06,2.1447829819998767,0.2900200673303526,2.2447824893953174,0.25914259380177257
400.0,9.9999994e-08,2.1447897432399055,0.2894057911811086,2.244650324906172,0.25822065127916183
